ID,probability
TEST_00000,0.0027838829503053406
TEST_00001,0.005518008380384701
TEST_00002,0.24168851557137816
TEST_00003,0.17692226376331854
TEST_00004,0.6335828692392766
TEST_00005,0.2075801109028162
TEST_00006,0.5859443329990378
TEST_00007,0.4939252700014368
TEST_00008,0.37264392025208215
TEST_00009,0.0019395377723925736
TEST_00010,0.0822642779885572
TEST_00011,0.5876719235428285
TEST_00012,0.5077703796410714
TEST_00013,0.5305578159975435
TEST_00014,0.4378853078902177
TEST_00015,0.0027238308079736906
TEST_00016,0.32688609864038465
TEST_00017,0.4892045160518128
TEST_00018,0.31687869886287773
TEST_00019,0.7519131264060852
TEST_00020,0.3727461947618864
TEST_00021,0.5248062822412065
TEST_00022,0.401339724812384
TEST_00023,0.32489714147078586
TEST_00024,0.5297475982203693
TEST_00025,0.0027502307546446786
TEST_00026,0.20778601382233558
TEST_00027,0.5757898941708097
TEST_00028,0.28009249424945254
TEST_00029,0.276095348373268
TEST_00030,0.5670980466277301
TEST_00031,0.2916763285672711
TEST_00032,0.25614766787554866
TEST_00033,0.2725564668588738
TEST_00034,0.530457304517979
TEST_00035,0.002415888807649436
TEST_00036,0.22236630335946148
TEST_00037,0.4422682317713701
TEST_00038,0.36500451518811206
TEST_00039,0.005887089674121737
TEST_00040,0.28380525793529515
TEST_00041,0.22624284996335164
TEST_00042,0.43660736866361255
TEST_00043,0.42532191343966885
TEST_00044,0.4367773893724018
TEST_00045,0.6254382328598567
TEST_00046,0.6444224287523918
TEST_00047,0.34701027895487535
TEST_00048,0.20428938485354545
TEST_00049,0.51656747482839
TEST_00050,0.3911990185632064
TEST_00051,0.27246863010902644
TEST_00052,0.17558072996747337
TEST_00053,0.702523674848919
TEST_00054,0.0020961276616210615
TEST_00055,0.5463022576637018
TEST_00056,0.45225815293777494
TEST_00057,0.32667120398937216
TEST_00058,0.6359977228209917
TEST_00059,0.28497043954780027
TEST_00060,0.011842905232964562
TEST_00061,0.2631440960802503
TEST_00062,0.4634468679119633
TEST_00063,0.45830668276842174
TEST_00064,0.30951882420163923
TEST_00065,0.002949991620781755
TEST_00066,0.3975845136596833
TEST_00067,0.300894795291327
TEST_00068,0.4159573917279157
TEST_00069,0.5975928637744217
TEST_00070,0.517015355938341
TEST_00071,0.48789354439888666
TEST_00072,0.3208861124592491
TEST_00073,0.37704749658447645
TEST_00074,0.22684838940720098
TEST_00075,0.36944993223411565
TEST_00076,0.019085330028834824
TEST_00077,0.0033205253446349577
TEST_00078,0.21079001547644283
TEST_00079,0.32761788155052884
TEST_00080,0.47582999011934896
TEST_00081,0.0025675246927436995
TEST_00082,0.3283868488412553
TEST_00083,0.26311639070053155
TEST_00084,0.5550785759767866
TEST_00085,0.5093145010094258
TEST_00086,0.001807488894375106
TEST_00087,0.5261091705058436
TEST_00088,0.19141068602118635
TEST_00089,0.5075422769104515
TEST_00090,0.3651492728119132
TEST_00091,0.15566354331998578
TEST_00092,0.4880396162343871
TEST_00093,0.6699319012114291
TEST_00094,0.0010813726586235799
TEST_00095,0.002598183997175444
TEST_00096,0.5847256255947815
TEST_00097,0.1966646794953299
TEST_00098,0.5127218429518243
TEST_00099,0.39587048393319335
TEST_00100,0.16363524944229435
TEST_00101,0.29635247632943273
TEST_00102,0.48903058370355834
TEST_00103,0.41531358930158
TEST_00104,0.48536882038400886
TEST_00105,0.6058697965778476
TEST_00106,0.39287150372275625
TEST_00107,0.00248931463435228
TEST_00108,0.4624042941593079
TEST_00109,0.0020169357017279683
TEST_00110,0.5541054073995221
TEST_00111,0.5187465430992715
TEST_00112,0.02829622049577625
TEST_00113,0.5091020236803211
TEST_00114,0.30686266060357864
TEST_00115,0.51754948407975
TEST_00116,0.007002815702978378
TEST_00117,0.5841855607425368
TEST_00118,0.46517723419298806
TEST_00119,0.24064953580265064
TEST_00120,0.002260343975054097
TEST_00121,0.0022661693062186136
TEST_00122,0.45078334356097527
TEST_00123,0.6160982443916447
TEST_00124,0.5411039835697522
TEST_00125,0.39842808353237846
TEST_00126,0.007291656827042096
